Operating System Marks,Algorithms Marks,Software Engineering Marks,Computer Networks Marks,Electronics Marks,Computer Architecture Marks,Mathematics Marks,Coding Skill Rating,Communication Skill Rating,Public Speaking Skill,Memory Capacity,Logical Reasoning Score,Reading and Writing Skill,Number of Hackathons Attended,Certifications,Number of Internships Attended,Worked As a Team,Personality,Expected Hours of Work Per Day,Willingness to Work for Long Period,Preference: Job vs. Higher Studies,Type of Company Preferred,Interested Career Area,Self-Learning Ability,Interest Type,Predicted Career Options
65,42,83,100,64,86,52,4,5,9,Poor,5,Medium,10,None,3,No,Extrovert,10,No,Higher Studies,Service-based,Research,Yes,Management,System Developer
68,55,97,66,86,49,42,4,6,9,Poor,4,Poor,7,None,4,No,Extrovert,7,No,Job,Service-based,Developer,Yes,Management,Business Analyst
56,88,48,42,72,53,92,6,4,9,Excellent,10,Poor,5,AI/ML,0,No,Extrovert,10,Yes,Higher Studies,Service-based,Developer,Yes,Management,Network Administrator
56,96,76,87,66,48,45,2,6,6,Excellent,3,Poor,3,None,3,Yes,Introvert,12,No,Job,Service-based,UX Designer,Yes,Management,Business Analyst
63,45,74,74,85,93,66,7,4,10,Medium,1,Excellent,2,Python,3,No,Introvert,4,Yes,Higher Studies,Product-based,Analyst,Yes,Technical,Software Engineer
83,70,75,48,63,77,99,2,5,10,Excellent,4,Poor,3,Networking,4,Yes,Introvert,12,No,Higher Studies,Product-based,Analyst,No,Technical,IT Admin
63,95,82,77,79,62,50,4,7,9,Poor,5,Average,10,Java,0,Yes,Extrovert,11,Yes,Higher Studies,Service-based,Developer,Yes,Technical,Business Analyst
60,48,93,60,83,42,57,8,3,4,Medium,3,Poor,3,AI/ML,4,No,Extrovert,10,No,Higher Studies,Service-based,Research,No,Technical,Technical Developer
73,81,49,73,99,61,69,7,7,3,Poor,7,Average,7,Java,2,No,Extrovert,5,No,Job,Service-based,UX Designer,No,Management,Business Analyst
72,69,44,75,82,72,88,2,5,4,Poor,2,Average,1,Python,5,Yes,Introvert,9,Yes,Job,Product-based,Administrator,Yes,Management,UX Designer
71,88,64,65,77,45,45,9,5,2,Poor,6,Excellent,8,Data Science,5,No,Introvert,4,No,Higher Studies,Service-based,UX Designer,No,Management,UX Designer
68,58,95,95,92,40,84,7,6,2,Poor,4,Average,8,Python,3,Yes,Extrovert,12,Yes,Job,Service-based,UX Designer,Yes,Management,Network Administrator
46,84,70,79,93,61,91,6,9,10,Poor,2,Excellent,6,Java,2,Yes,Introvert,10,No,Higher Studies,Service-based,Developer,Yes,Management,Business Analyst
76,87,48,40,81,52,52,1,5,3,Medium,4,Average,3,None,4,Yes,Introvert,4,Yes,Higher Studies,Product-based,Administrator,No,Management,CRM Specialist
99,73,54,42,73,80,74,9,2,7,Poor,5,Excellent,10,Data Science,4,Yes,Introvert,6,No,Job,Product-based,Administrator,Yes,Technical,Business Analyst
55,66,45,44,57,40,82,9,5,8,Poor,6,Excellent,6,Networking,0,Yes,Extrovert,5,Yes,Job,Product-based,Analyst,Yes,Management,CRM Specialist
60,72,75,75,99,73,50,4,1,7,Medium,7,Average,6,AI/ML,5,Yes,Introvert,6,No,Job,Product-based,Developer,No,Technical,IT Admin
46,100,51,96,56,81,81,8,9,1,Poor,7,Average,5,AI/ML,0,No,Extrovert,11,No,Higher Studies,Product-based,Developer,No,Management,Network Administrator
70,82,100,68,47,46,44,10,8,9,Medium,3,Excellent,8,None,4,No,Introvert,9,No,Job,Product-based,Research,No,Technical,Technical Developer
52,59,72,92,86,86,95,1,4,2,Medium,2,Average,9,None,3,No,Extrovert,7,Yes,Higher Studies,Product-based,Developer,No,Technical,CRM Specialist
87,78,77,62,54,85,99,1,2,4,Excellent,10,Medium,5,AI/ML,4,Yes,Extrovert,11,Yes,Higher Studies,Product-based,Administrator,No,Management,System Developer
96,58,74,85,63,70,100,6,6,9,Poor,5,Average,8,None,0,No,Extrovert,11,Yes,Higher Studies,Product-based,Research,No,Technical,Technical Developer
53,84,70,63,74,90,99,9,1,7,Medium,8,Excellent,2,Networking,0,Yes,Introvert,12,Yes,Higher Studies,Product-based,Administrator,No,Technical,Software Engineer
45,76,86,43,80,89,44,6,1,6,Excellent,1,Excellent,9,Data Science,2,Yes,Introvert,12,No,Higher Studies,Product-based,Research,No,Technical,System Developer
41,52,85,93,90,99,75,7,4,9,Excellent,5,Medium,1,None,5,No,Introvert,5,No,Job,Product-based,Developer,Yes,Management,CRM Specialist
95,67,88,87,74,43,98,9,6,9,Medium,7,Medium,6,Data Science,0,No,Introvert,10,Yes,Higher Studies,Service-based,Research,Yes,Management,CRM Specialist
52,76,55,89,80,67,71,4,8,8,Poor,8,Poor,0,AI/ML,2,Yes,Introvert,6,Yes,Higher Studies,Service-based,Administrator,No,Technical,Business Analyst
97,90,46,51,40,100,89,9,6,3,Poor,8,Average,8,None,4,No,Introvert,12,No,Higher Studies,Product-based,Administrator,Yes,Technical,IT Admin
97,95,72,62,46,40,79,4,3,2,Medium,3,Medium,3,Data Science,1,Yes,Extrovert,7,No,Job,Product-based,Administrator,No,Management,UX Designer
51,64,85,89,67,42,77,10,8,8,Excellent,7,Poor,0,Data Science,0,No,Extrovert,7,No,Higher Studies,Product-based,Analyst,No,Management,Network Administrator
94,42,56,43,89,97,60,3,1,10,Excellent,3,Average,4,Python,4,No,Introvert,7,Yes,Job,Product-based,UX Designer,No,Technical,Business Analyst
83,96,97,42,67,88,92,7,9,6,Excellent,4,Medium,7,Python,0,Yes,Introvert,8,Yes,Job,Product-based,Research,Yes,Technical,System Developer
53,67,85,48,44,77,84,5,4,9,Medium,9,Poor,2,Python,4,No,Introvert,11,Yes,Higher Studies,Product-based,Developer,Yes,Technical,Network Administrator
88,94,55,88,91,90,86,6,5,5,Excellent,3,Poor,4,Data Science,2,Yes,Introvert,5,No,Job,Product-based,Analyst,No,Technical,UX Designer
99,57,48,65,98,79,85,4,9,3,Poor,8,Medium,7,Python,5,Yes,Extrovert,9,No,Job,Service-based,Administrator,No,Technical,CRM Specialist
93,55,63,85,64,93,64,8,1,9,Poor,2,Excellent,2,Data Science,2,Yes,Extrovert,12,Yes,Job,Service-based,Analyst,No,Management,IT Admin
55,41,59,94,95,92,84,8,5,4,Medium,6,Average,2,Data Science,1,No,Introvert,10,Yes,Job,Service-based,UX Designer,Yes,Technical,Network Administrator
48,66,93,42,59,49,80,2,2,9,Medium,7,Medium,8,Java,4,No,Extrovert,12,No,Job,Service-based,UX Designer,Yes,Management,IT Admin
51,42,84,45,77,67,74,10,7,4,Medium,5,Medium,9,Java,0,No,Extrovert,9,Yes,Job,Product-based,UX Designer,Yes,Management,UX Designer
79,100,86,48,43,74,81,6,6,6,Excellent,5,Average,4,Java,5,No,Introvert,11,No,Higher Studies,Service-based,Developer,No,Management,Business Analyst
74,89,86,71,77,48,70,4,3,9,Excellent,4,Medium,9,Java,3,Yes,Extrovert,8,No,Higher Studies,Service-based,Developer,Yes,Technical,CRM Specialist
54,76,97,44,98,75,45,1,1,8,Medium,6,Medium,0,None,4,No,Extrovert,9,Yes,Higher Studies,Service-based,UX Designer,No,Technical,CRM Specialist
50,82,93,50,46,79,84,9,2,2,Medium,4,Average,10,AI/ML,0,Yes,Extrovert,9,No,Higher Studies,Product-based,Developer,No,Technical,UX Designer
93,87,85,91,85,54,61,7,2,7,Medium,5,Average,0,Python,2,No,Extrovert,5,No,Job,Product-based,Research,Yes,Technical,System Developer
66,51,79,70,48,89,57,1,10,2,Excellent,7,Poor,2,Data Science,2,No,Introvert,5,No,Job,Product-based,Administrator,Yes,Technical,Software Engineer
55,84,61,79,70,57,65,6,3,4,Medium,9,Medium,10,Java,5,No,Introvert,6,Yes,Job,Service-based,Analyst,No,Management,UX Designer
62,48,85,85,64,43,54,1,7,2,Excellent,1,Excellent,7,None,0,No,Introvert,4,Yes,Job,Product-based,Research,Yes,Technical,Technical Developer
65,40,48,100,89,52,89,2,2,5,Poor,2,Medium,6,Data Science,0,Yes,Introvert,4,No,Higher Studies,Product-based,Developer,Yes,Technical,Network Administrator
69,100,55,45,59,41,100,8,9,4,Excellent,6,Average,3,None,3,No,Introvert,5,No,Job,Product-based,Administrator,Yes,Management,CRM Specialist
42,82,55,47,97,87,94,4,7,7,Medium,8,Average,10,Java,5,No,Extrovert,11,Yes,Higher Studies,Product-based,Administrator,Yes,Technical,Network Administrator
45,62,56,52,53,82,91,7,1,7,Medium,8,Medium,7,Java,5,No,Introvert,7,Yes,Job,Product-based,Analyst,No,Management,UX Designer
95,71,54,88,46,54,78,7,2,5,Poor,2,Excellent,7,AI/ML,2,No,Extrovert,8,Yes,Higher Studies,Product-based,UX Designer,No,Technical,IT Admin
62,89,60,87,62,89,47,5,4,1,Medium,4,Excellent,7,Data Science,3,No,Extrovert,4,Yes,Job,Service-based,UX Designer,Yes,Technical,CRM Specialist
61,60,51,75,73,71,85,8,3,3,Excellent,9,Excellent,7,AI/ML,1,No,Extrovert,12,Yes,Job,Service-based,Research,Yes,Management,CRM Specialist
78,54,100,59,67,99,100,5,8,7,Medium,2,Average,6,AI/ML,3,No,Extrovert,7,Yes,Higher Studies,Product-based,Analyst,No,Management,Business Analyst
45,68,45,63,56,82,83,1,2,1,Medium,5,Poor,2,Java,3,Yes,Introvert,5,No,Higher Studies,Service-based,Administrator,No,Technical,Business Analyst
76,62,63,91,68,47,77,4,9,5,Excellent,3,Excellent,2,Networking,2,No,Extrovert,8,No,Higher Studies,Product-based,Analyst,Yes,Technical,IT Admin
89,71,50,51,55,60,81,4,7,7,Medium,3,Average,2,None,1,No,Introvert,12,No,Higher Studies,Product-based,Administrator,Yes,Management,System Developer
62,85,42,77,48,70,45,3,6,6,Excellent,5,Poor,3,Python,4,Yes,Introvert,11,No,Higher Studies,Product-based,Analyst,Yes,Technical,Network Administrator
78,77,54,66,59,94,41,3,10,4,Medium,8,Medium,5,Data Science,4,No,Extrovert,5,Yes,Higher Studies,Service-based,Developer,No,Technical,UX Designer
48,58,59,51,61,72,65,7,2,5,Medium,7,Average,5,AI/ML,5,Yes,Introvert,12,No,Job,Product-based,Developer,No,Management,Technical Developer
94,100,69,93,57,78,49,8,4,1,Medium,2,Excellent,0,Data Science,2,Yes,Introvert,7,No,Higher Studies,Service-based,Analyst,Yes,Management,Business Analyst
69,42,97,80,100,73,71,8,5,4,Medium,7,Average,9,Networking,2,Yes,Introvert,8,Yes,Job,Service-based,Administrator,No,Technical,Network Administrator
94,61,62,44,41,48,83,10,4,8,Poor,3,Excellent,1,Java,2,No,Extrovert,10,Yes,Higher Studies,Product-based,Developer,No,Management,Network Administrator
93,57,87,43,76,72,58,8,5,4,Medium,8,Excellent,10,None,0,Yes,Introvert,9,No,Higher Studies,Product-based,Analyst,No,Management,System Developer
57,65,64,74,67,76,41,10,10,9,Excellent,6,Medium,9,AI/ML,3,Yes,Introvert,10,No,Job,Product-based,Analyst,No,Technical,System Developer
56,43,53,64,93,46,52,10,4,5,Excellent,10,Excellent,7,AI/ML,5,Yes,Extrovert,5,No,Job,Service-based,Developer,Yes,Management,IT Admin
45,92,43,81,46,67,41,9,5,10,Poor,9,Average,4,Java,4,No,Introvert,10,Yes,Job,Service-based,UX Designer,Yes,Management,System Developer
80,41,81,45,79,91,49,3,9,10,Poor,1,Average,6,Java,4,No,Introvert,7,No,Higher Studies,Product-based,Administrator,Yes,Technical,IT Admin
98,54,52,65,79,71,71,5,8,8,Poor,4,Medium,9,Java,3,Yes,Extrovert,5,Yes,Job,Service-based,UX Designer,No,Management,Network Administrator
56,55,61,91,49,63,90,2,1,10,Excellent,8,Poor,3,Data Science,3,No,Introvert,12,No,Higher Studies,Product-based,Analyst,Yes,Management,CRM Specialist
98,94,100,74,69,43,89,4,7,10,Excellent,2,Poor,9,None,2,Yes,Extrovert,11,No,Higher Studies,Service-based,Analyst,Yes,Technical,Network Administrator
48,44,65,90,44,52,65,10,7,5,Excellent,3,Poor,0,Networking,5,Yes,Introvert,10,No,Job,Product-based,Developer,No,Management,System Developer
41,96,66,50,84,49,92,8,9,3,Excellent,9,Excellent,0,None,3,No,Introvert,12,Yes,Higher Studies,Product-based,UX Designer,No,Technical,Software Engineer
90,86,65,75,62,89,81,3,4,2,Poor,7,Medium,4,AI/ML,5,Yes,Extrovert,4,Yes,Job,Product-based,Developer,Yes,Management,System Developer
98,90,75,99,99,84,77,1,5,2,Excellent,7,Medium,2,None,1,Yes,Introvert,7,No,Job,Product-based,Analyst,No,Management,Network Administrator
62,58,96,79,80,68,81,5,9,3,Medium,7,Medium,2,None,2,Yes,Introvert,4,Yes,Higher Studies,Service-based,UX Designer,Yes,Management,Technical Developer
81,71,45,94,69,50,89,4,4,2,Poor,2,Average,7,Java,5,No,Extrovert,6,No,Job,Service-based,Administrator,Yes,Technical,CRM Specialist
42,46,56,73,58,82,88,7,7,5,Poor,9,Medium,8,None,4,No,Extrovert,6,No,Higher Studies,Service-based,Analyst,No,Management,Business Analyst
92,83,97,44,80,72,87,8,10,7,Excellent,10,Medium,4,Networking,4,No,Extrovert,7,Yes,Job,Service-based,Research,Yes,Technical,UX Designer
48,63,67,64,100,89,66,7,4,3,Medium,6,Average,2,Data Science,4,No,Extrovert,6,Yes,Higher Studies,Service-based,Developer,Yes,Management,Business Analyst
62,75,83,86,58,92,99,2,7,8,Excellent,5,Medium,8,AI/ML,2,Yes,Introvert,11,No,Higher Studies,Service-based,Research,No,Technical,Network Administrator
82,76,90,47,98,55,55,3,10,1,Medium,10,Poor,2,Java,2,No,Extrovert,4,Yes,Higher Studies,Product-based,Administrator,Yes,Management,CRM Specialist
77,60,98,91,90,86,81,9,6,3,Medium,7,Poor,5,AI/ML,0,No,Extrovert,8,No,Job,Product-based,Research,No,Technical,Business Analyst
86,99,48,57,85,81,83,2,5,8,Poor,6,Medium,5,Networking,0,Yes,Introvert,7,No,Job,Service-based,Administrator,No,Technical,CRM Specialist
71,99,100,77,89,62,60,4,8,6,Poor,4,Excellent,9,Data Science,2,Yes,Extrovert,11,Yes,Higher Studies,Service-based,Developer,No,Technical,Business Analyst
96,100,73,60,86,50,78,7,6,2,Medium,6,Poor,1,Java,0,No,Extrovert,8,No,Job,Product-based,Analyst,No,Management,IT Admin
74,91,81,88,83,50,77,8,8,9,Medium,10,Average,8,Python,4,No,Extrovert,5,Yes,Higher Studies,Product-based,Administrator,Yes,Technical,UX Designer
45,46,48,58,87,44,80,4,1,6,Medium,1,Average,8,Data Science,3,Yes,Extrovert,7,Yes,Job,Service-based,UX Designer,Yes,Technical,Network Administrator
95,70,50,50,42,40,82,2,9,4,Poor,3,Excellent,8,Java,4,Yes,Introvert,6,No,Job,Service-based,Research,Yes,Technical,UX Designer
55,64,47,75,82,66,60,2,4,5,Poor,3,Medium,3,Python,1,No,Introvert,12,Yes,Job,Service-based,Analyst,Yes,Technical,Technical Developer
54,68,90,91,82,94,82,4,4,1,Excellent,1,Excellent,8,Data Science,0,Yes,Extrovert,9,Yes,Job,Product-based,Analyst,Yes,Technical,IT Admin
63,68,94,58,64,64,91,6,10,10,Medium,2,Average,5,Java,1,Yes,Introvert,10,Yes,Job,Product-based,Research,Yes,Technical,Business Analyst
52,92,47,60,61,43,89,4,2,7,Poor,6,Excellent,7,Networking,1,Yes,Extrovert,9,No,Higher Studies,Service-based,UX Designer,Yes,Technical,Business Analyst
73,78,43,91,49,51,41,3,7,3,Poor,2,Average,7,None,1,No,Introvert,6,No,Higher Studies,Service-based,Administrator,No,Management,UX Designer
91,42,95,96,93,91,48,9,10,6,Poor,9,Excellent,5,Java,0,No,Extrovert,12,No,Higher Studies,Service-based,UX Designer,Yes,Management,Business Analyst
52,43,52,99,41,84,67,10,8,9,Excellent,8,Poor,1,Python,0,No,Extrovert,11,No,Higher Studies,Product-based,Research,No,Management,CRM Specialist
77,72,45,62,75,85,98,10,9,5,Medium,1,Average,6,None,2,No,Introvert,6,No,Job,Product-based,UX Designer,No,Management,UX Designer
53,94,74,85,100,69,100,1,7,6,Excellent,3,Excellent,3,Java,1,No,Extrovert,9,Yes,Job,Product-based,Developer,No,Technical,Business Analyst
54,86,54,43,51,99,47,1,10,2,Poor,6,Poor,5,Python,0,No,Extrovert,4,Yes,Higher Studies,Service-based,Developer,Yes,Technical,Network Administrator
53,89,88,72,67,89,77,5,6,4,Poor,5,Excellent,5,Python,4,Yes,Extrovert,4,No,Job,Service-based,Research,No,Technical,Business Analyst
65,77,44,92,47,77,89,6,1,9,Medium,6,Average,1,Java,1,No,Extrovert,4,No,Higher Studies,Product-based,Research,No,Management,Software Engineer
78,75,73,83,61,83,51,10,1,10,Medium,9,Poor,10,Java,4,No,Extrovert,7,No,Job,Product-based,Analyst,No,Management,Network Administrator
93,83,45,62,88,61,92,3,2,10,Poor,3,Excellent,9,AI/ML,4,Yes,Introvert,6,Yes,Job,Product-based,Analyst,Yes,Management,IT Admin
72,73,66,83,81,42,54,4,9,1,Medium,7,Medium,0,Networking,3,Yes,Extrovert,12,No,Higher Studies,Product-based,Research,Yes,Management,CRM Specialist
86,50,67,57,67,96,84,1,5,1,Medium,1,Average,10,Python,4,No,Extrovert,4,Yes,Higher Studies,Product-based,Analyst,No,Technical,Software Engineer
55,74,52,42,56,93,86,6,10,10,Poor,5,Poor,1,Java,1,Yes,Introvert,10,No,Job,Product-based,Analyst,No,Technical,Technical Developer
86,70,44,94,81,64,65,8,5,6,Excellent,2,Excellent,2,None,0,No,Introvert,11,No,Job,Product-based,Developer,No,Management,System Developer
59,84,78,43,98,100,64,3,7,8,Excellent,4,Medium,4,Data Science,1,No,Extrovert,6,No,Job,Product-based,Research,No,Management,Technical Developer
70,68,65,96,90,62,62,2,9,2,Excellent,9,Excellent,4,Data Science,2,Yes,Introvert,10,Yes,Higher Studies,Product-based,UX Designer,Yes,Management,CRM Specialist
69,74,98,91,95,46,50,8,2,9,Poor,9,Poor,1,AI/ML,3,No,Introvert,6,No,Higher Studies,Product-based,Analyst,No,Management,System Developer
82,60,95,60,53,75,77,1,5,7,Poor,4,Poor,8,None,3,Yes,Extrovert,11,No,Higher Studies,Service-based,UX Designer,No,Management,Technical Developer
100,67,94,63,57,100,93,3,8,8,Excellent,5,Excellent,5,None,0,No,Extrovert,6,No,Higher Studies,Service-based,Analyst,No,Management,CRM Specialist
88,50,93,45,81,89,90,6,4,3,Medium,7,Medium,9,AI/ML,0,No,Extrovert,9,Yes,Job,Service-based,Research,No,Management,System Developer
67,81,59,63,87,97,53,4,4,8,Medium,9,Excellent,3,Data Science,1,No,Extrovert,4,Yes,Job,Service-based,Research,Yes,Management,Technical Developer
45,90,80,64,73,86,73,7,8,1,Excellent,10,Medium,3,None,4,No,Introvert,12,No,Higher Studies,Service-based,Administrator,No,Technical,Business Analyst
42,72,59,91,93,76,79,9,7,4,Excellent,7,Average,5,Java,1,No,Extrovert,10,Yes,Job,Product-based,Developer,No,Technical,Technical Developer
55,45,60,65,48,57,60,10,7,3,Medium,6,Average,1,None,2,Yes,Extrovert,8,No,Job,Service-based,Administrator,Yes,Management,System Developer
97,42,99,53,76,74,54,1,6,7,Poor,7,Poor,6,Java,4,No,Introvert,4,Yes,Higher Studies,Product-based,Research,Yes,Management,Network Administrator
90,98,46,80,44,74,45,7,3,10,Poor,5,Poor,6,Python,1,Yes,Extrovert,8,No,Higher Studies,Service-based,Administrator,Yes,Technical,CRM Specialist
83,76,71,62,60,50,98,4,9,7,Medium,7,Poor,6,None,3,Yes,Introvert,11,No,Job,Service-based,Developer,No,Management,Software Engineer
78,43,86,68,72,73,65,8,8,8,Excellent,10,Excellent,8,None,0,No,Introvert,6,Yes,Job,Service-based,Developer,Yes,Technical,Technical Developer
47,53,74,47,42,73,65,4,3,2,Excellent,6,Average,10,None,3,No,Extrovert,10,Yes,Higher Studies,Product-based,Analyst,No,Management,Business Analyst
100,61,99,84,80,76,66,2,2,9,Medium,2,Medium,6,AI/ML,2,Yes,Introvert,7,No,Higher Studies,Service-based,Research,No,Management,Software Engineer
41,79,64,93,93,97,43,9,8,6,Excellent,9,Medium,10,Data Science,2,No,Introvert,12,No,Job,Service-based,Administrator,Yes,Technical,Technical Developer
97,78,63,68,57,48,62,1,8,8,Medium,2,Average,4,None,3,No,Extrovert,8,No,Job,Service-based,UX Designer,No,Technical,CRM Specialist
57,60,55,86,41,41,94,5,6,8,Medium,2,Poor,10,None,5,No,Introvert,6,Yes,Job,Product-based,Administrator,Yes,Management,Software Engineer
87,99,45,59,86,90,48,8,4,1,Medium,1,Excellent,3,Java,4,Yes,Introvert,4,No,Higher Studies,Product-based,Research,No,Management,Software Engineer
71,74,99,47,66,89,79,5,5,6,Poor,7,Average,9,Data Science,4,Yes,Extrovert,10,No,Higher Studies,Product-based,Developer,No,Management,IT Admin
62,48,67,77,100,83,84,3,2,4,Medium,1,Poor,7,None,5,Yes,Extrovert,7,No,Job,Product-based,Research,No,Management,Technical Developer
61,40,43,66,71,50,90,10,3,2,Excellent,9,Poor,6,AI/ML,3,No,Extrovert,12,No,Job,Product-based,Developer,Yes,Technical,IT Admin
60,71,86,55,69,87,52,5,6,7,Poor,5,Excellent,8,AI/ML,3,No,Introvert,12,Yes,Job,Product-based,UX Designer,No,Technical,Technical Developer
87,82,90,79,99,80,100,2,3,5,Medium,2,Medium,3,Networking,4,No,Extrovert,8,No,Job,Product-based,Developer,No,Technical,System Developer
48,60,86,88,46,49,91,9,4,5,Excellent,4,Poor,3,Data Science,2,No,Extrovert,8,Yes,Higher Studies,Product-based,Administrator,Yes,Technical,Network Administrator
63,40,87,47,48,80,74,9,4,4,Poor,9,Excellent,10,Java,5,Yes,Introvert,6,No,Job,Service-based,UX Designer,No,Technical,Software Engineer
52,90,50,50,63,43,78,9,1,1,Excellent,10,Medium,0,Networking,0,No,Introvert,5,No,Higher Studies,Product-based,Developer,No,Management,IT Admin
54,99,80,97,85,58,70,2,6,4,Medium,6,Medium,4,Networking,3,No,Extrovert,4,No,Higher Studies,Product-based,Research,No,Technical,UX Designer
62,82,42,50,77,66,57,5,8,4,Excellent,3,Excellent,10,Networking,3,Yes,Extrovert,9,No,Higher Studies,Service-based,Administrator,Yes,Technical,IT Admin
94,89,66,75,95,64,98,7,4,4,Poor,8,Excellent,7,Networking,3,Yes,Introvert,11,No,Higher Studies,Service-based,Developer,Yes,Management,IT Admin
93,52,66,100,86,91,43,2,7,4,Medium,8,Poor,6,Networking,3,Yes,Introvert,12,Yes,Higher Studies,Product-based,Developer,No,Management,Technical Developer
68,65,55,45,66,46,78,3,1,4,Medium,5,Medium,1,Java,1,Yes,Introvert,8,Yes,Higher Studies,Service-based,Analyst,No,Management,System Developer
94,41,76,73,54,49,57,2,9,5,Medium,1,Medium,6,Python,1,No,Extrovert,9,No,Job,Service-based,Analyst,No,Management,Business Analyst
49,95,54,79,74,92,61,7,3,8,Excellent,6,Medium,2,Python,3,Yes,Extrovert,12,No,Higher Studies,Product-based,Analyst,No,Technical,Business Analyst
71,54,54,85,84,89,97,6,4,3,Medium,3,Excellent,3,Networking,2,No,Introvert,6,Yes,Job,Product-based,Administrator,No,Management,Software Engineer
56,66,100,84,74,89,78,1,2,10,Poor,2,Average,0,None,4,Yes,Introvert,8,Yes,Job,Product-based,Research,No,Technical,Technical Developer
65,94,43,52,75,98,60,1,2,3,Excellent,1,Excellent,3,Java,5,Yes,Introvert,9,No,Higher Studies,Service-based,UX Designer,Yes,Management,System Developer
89,87,47,49,46,56,55,3,3,3,Poor,2,Poor,5,Data Science,3,No,Extrovert,7,Yes,Job,Product-based,UX Designer,Yes,Technical,Business Analyst
92,78,44,51,78,97,82,7,7,5,Poor,4,Poor,1,Python,1,Yes,Introvert,9,Yes,Job,Product-based,Developer,Yes,Technical,CRM Specialist
61,50,76,50,83,55,66,1,7,6,Medium,10,Medium,5,Python,4,No,Extrovert,7,Yes,Higher Studies,Product-based,Research,No,Technical,Business Analyst
52,96,95,86,60,95,63,7,1,7,Excellent,4,Medium,3,Java,4,No,Extrovert,4,Yes,Job,Product-based,Research,No,Technical,UX Designer
